date,market,commodity,demand_units,stock_level,stock_received,unit_cost_ngn,lead_time_days,seasonal_factor,festive_factor,supply_shock
2023-07-16,Lagos,Garri (50kg bag),691,1353,0,22000,4,1.1,1.0,1.0
2023-07-23,Lagos,Garri (50kg bag),657,696,0,22000,4,1.1,1.0,1.0
2023-07-30,Lagos,Garri (50kg bag),621,1938,1863,22000,4,1.1,1.1,1.0
2023-08-06,Lagos,Garri (50kg bag),690,1248,0,22000,4,1.1,1.0,1.0
2023-08-13,Lagos,Garri (50kg bag),774,2796,2322,22000,4,1.1,1.0,1.0
2023-08-20,Lagos,Garri (50kg bag),672,2124,0,22000,4,1.1,1.0,1.0
2023-08-27,Lagos,Garri (50kg bag),690,1434,0,22000,4,1.1,1.1,1.0
2023-09-03,Lagos,Garri (50kg bag),766,2391,1723,22000,4,1.1,1.0,0.75
2023-09-10,Lagos,Garri (50kg bag),796,1595,0,22000,4,1.1,1.0,1.0
2023-09-17,Lagos,Garri (50kg bag),768,827,0,22000,4,1.1,1.0,1.0
2023-09-24,Lagos,Garri (50kg bag),649,2125,1947,22000,4,1.1,1.0,1.0
2023-10-01,Lagos,Garri (50kg bag),756,1369,0,22000,4,1.1,1.0,1.0
2023-10-08,Lagos,Garri (50kg bag),642,727,0,22000,4,1.1,1.0,0.75
2023-10-15,Lagos,Garri (50kg bag),466,1659,1398,22000,4,1.1,1.0,1.0
2023-10-22,Lagos,Garri (50kg bag),602,1057,0,22000,4,1.1,1.0,1.0
2023-10-29,Lagos,Garri (50kg bag),754,2565,2262,22000,4,1.1,1.1,1.0
2023-11-05,Lagos,Garri (50kg bag),526,2039,0,22000,4,0.85,1.0,1.0
2023-11-12,Lagos,Garri (50kg bag),545,1494,0,22000,4,0.85,1.0,1.0
2023-11-19,Lagos,Garri (50kg bag),496,998,0,22000,4,0.85,1.0,1.0
2023-11-26,Lagos,Garri (50kg bag),630,2258,1890,22000,4,0.85,1.0,1.0
2023-12-03,Lagos,Garri (50kg bag),569,1689,0,22000,4,0.85,1.0,1.0
2023-12-10,Lagos,Garri (50kg bag),571,1118,0,22000,4,0.85,1.0,1.0
2023-12-17,Lagos,Garri (50kg bag),536,582,0,22000,4,0.85,1.0,1.0
2023-12-24,Lagos,Garri (50kg bag),888,2358,2664,22000,4,0.85,1.6,1.0
2023-12-31,Lagos,Garri (50kg bag),859,1499,0,22000,4,0.85,1.6,1.0
2024-01-07,Lagos,Garri (50kg bag),493,1006,0,22000,4,0.85,1.0,1.0
2024-01-14,Lagos,Garri (50kg bag),528,2062,1584,22000,4,0.85,1.0,1.0
2024-01-21,Lagos,Garri (50kg bag),569,1493,0,22000,4,0.85,1.0,0.75
2024-01-28,Lagos,Garri (50kg bag),613,880,0,22000,4,0.85,1.1,1.0
2024-02-04,Lagos,Garri (50kg bag),491,1862,1473,22000,4,0.85,1.0,1.0
2024-02-11,Lagos,Garri (50kg bag),573,1289,0,22000,4,0.85,1.0,1.0
2024-02-18,Lagos,Garri (50kg bag),505,784,0,22000,4,0.85,1.0,1.0
2024-02-25,Lagos,Garri (50kg bag),526,1836,1578,22000,4,0.85,1.0,1.0
2024-03-03,Lagos,Garri (50kg bag),675,1161,0,22000,4,1.0,1.0,1.0
2024-03-10,Lagos,Garri (50kg bag),655,2471,1965,22000,4,1.0,1.0,1.0
2024-03-17,Lagos,Garri (50kg bag),648,1823,0,22000,4,1.0,1.0,1.0
2024-03-24,Lagos,Garri (50kg bag),656,1167,0,22000,4,1.0,1.25,0.75
2024-03-31,Lagos,Garri (50kg bag),835,2837,2505,22000,4,1.0,1.25,1.0
2024-04-07,Lagos,Garri (50kg bag),835,2002,0,22000,4,1.1,1.25,1.0
2024-04-14,Lagos,Garri (50kg bag),821,1181,0,22000,4,1.1,1.3,1.0
2024-04-21,Lagos,Garri (50kg bag),712,1537,1068,22000,4,1.1,1.0,0.5
2024-04-28,Lagos,Garri (50kg bag),753,784,0,22000,4,1.1,1.1,1.0
2024-05-05,Lagos,Garri (50kg bag),629,2042,1887,22000,4,1.1,1.0,1.0
2024-05-12,Lagos,Garri (50kg bag),724,1318,0,22000,4,1.1,1.0,1.0
2024-05-19,Lagos,Garri (50kg bag),660,1648,990,22000,4,1.1,1.0,0.5
2024-05-26,Lagos,Garri (50kg bag),735,913,0,22000,4,1.1,1.0,1.0
2024-06-02,Lagos,Garri (50kg bag),586,2085,1758,22000,4,1.1,1.0,1.0
2024-06-09,Lagos,Garri (50kg bag),773,1312,0,22000,4,1.1,1.0,1.0
2024-06-16,Lagos,Garri (50kg bag),997,3306,2991,22000,4,1.1,1.35,1.0
2024-06-23,Lagos,Garri (50kg bag),750,2556,0,22000,4,1.1,1.35,1.0
2024-06-30,Lagos,Garri (50kg bag),801,1755,0,22000,4,1.1,1.1,1.0
2024-07-07,Lagos,Garri (50kg bag),725,1030,0,22000,4,1.1,1.0,1.0
2024-07-14,Lagos,Garri (50kg bag),730,2490,2190,22000,4,1.1,1.0,1.0
2024-07-21,Lagos,Garri (50kg bag),701,1789,0,22000,4,1.1,1.0,1.0
2024-07-28,Lagos,Garri (50kg bag),655,1134,0,22000,4,1.1,1.1,1.0
2024-08-04,Lagos,Garri (50kg bag),520,614,0,22000,4,1.1,1.0,1.0
2024-08-11,Lagos,Garri (50kg bag),761,2136,2283,22000,4,1.1,1.0,1.0
2024-08-18,Lagos,Garri (50kg bag),789,1347,0,22000,4,1.1,1.0,1.0
2024-08-25,Lagos,Garri (50kg bag),629,718,0,22000,4,1.1,1.0,1.0
2024-09-01,Lagos,Garri (50kg bag),716,2150,2148,22000,4,1.1,1.0,1.0
2024-09-08,Lagos,Garri (50kg bag),518,1632,0,22000,4,1.1,1.0,1.0
2024-09-15,Lagos,Garri (50kg bag),699,933,0,22000,4,1.1,1.0,1.0
2024-09-22,Lagos,Garri (50kg bag),669,2271,2007,22000,4,1.1,1.0,1.0
2024-09-29,Lagos,Garri (50kg bag),752,1519,0,22000,4,1.1,1.1,1.0
2024-10-06,Lagos,Garri (50kg bag),687,832,0,22000,4,1.1,1.0,0.75
2024-10-13,Lagos,Garri (50kg bag),665,2162,1995,22000,4,1.1,1.0,1.0
2024-10-20,Lagos,Garri (50kg bag),600,1562,0,22000,4,1.1,1.0,1.0
2024-10-27,Lagos,Garri (50kg bag),778,784,0,22000,4,1.1,1.1,1.0
2024-11-03,Lagos,Garri (50kg bag),507,1798,1521,22000,4,0.85,1.0,1.0
2024-11-10,Lagos,Garri (50kg bag),500,1298,0,22000,4,0.85,1.0,1.0
2024-11-17,Lagos,Garri (50kg bag),457,841,0,22000,4,0.85,1.0,1.0
2024-11-24,Lagos,Garri (50kg bag),456,1411,1026,22000,4,0.85,1.0,0.75
2024-12-01,Lagos,Garri (50kg bag),634,777,0,22000,4,0.85,1.0,1.0
2024-12-08,Lagos,Garri (50kg bag),545,1867,1635,22000,4,0.85,1.0,1.0
2024-12-15,Lagos,Garri (50kg bag),512,1355,0,22000,4,0.85,1.0,1.0
2024-12-22,Lagos,Garri (50kg bag),829,3013,2487,22000,4,0.85,1.6,1.0
2024-12-29,Lagos,Garri (50kg bag),936,2077,0,22000,4,0.85,1.6,1.0
2022-01-02,Lagos,Beans (50kg bag),473,1111,0,55000,6,0.85,1.6,1.0
2022-01-09,Lagos,Beans (50kg bag),335,776,0,55000,6,0.85,1.0,1.0
2022-01-16,Lagos,Beans (50kg bag),359,417,0,55000,6,0.85,1.0,1.0
2022-01-23,Lagos,Beans (50kg bag),292,1001,876,55000,6,0.85,1.0,1.0
2022-01-30,Lagos,Beans (50kg bag),411,590,0,55000,6,0.85,1.1,1.0
2022-02-06,Lagos,Beans (50kg bag),312,1214,936,55000,6,0.85,1.0,1.0
2022-02-13,Lagos,Beans (50kg bag),313,901,0,55000,6,0.85,1.0,1.0
2022-02-20,Lagos,Beans (50kg bag),353,548,0,55000,6,0.85,1.0,1.0
2022-02-27,Lagos,Beans (50kg bag),340,718,510,55000,6,0.85,1.1,0.5
2022-03-06,Lagos,Beans (50kg bag),432,1582,1296,55000,6,1.0,1.0,1.0
2022-03-13,Lagos,Beans (50kg bag),366,1216,0,55000,6,1.0,1.0,1.0
2022-03-20,Lagos,Beans (50kg bag),431,785,0,55000,6,1.0,1.25,1.0
2022-03-27,Lagos,Beans (50kg bag),580,1945,1740,55000,6,1.0,1.25,1.0
2022-04-03,Lagos,Beans (50kg bag),450,1495,0,55000,6,1.1,1.25,1.0
2022-04-10,Lagos,Beans (50kg bag),533,962,0,55000,6,1.1,1.3,1.0
2022-04-17,Lagos,Beans (50kg bag),622,2206,1866,55000,6,1.1,1.3,1.0
2022-04-24,Lagos,Beans (50kg bag),474,1732,0,55000,6,1.1,1.0,1.0
2022-05-01,Lagos,Beans (50kg bag),478,1254,0,55000,6,1.1,1.0,1.0
2022-05-08,Lagos,Beans (50kg bag),459,795,0,55000,6,1.1,1.0,1.0
2022-05-15,Lagos,Beans (50kg bag),315,480,0,55000,6,1.1,1.0,1.0
2022-05-22,Lagos,Beans (50kg bag),419,1318,1257,55000,6,1.1,1.0,1.0
2022-05-29,Lagos,Beans (50kg bag),490,828,0,55000,6,1.1,1.1,0.75
2022-06-05,Lagos,Beans (50kg bag),466,1760,1398,55000,6,1.1,1.0,1.0
2022-06-12,Lagos,Beans (50kg bag),403,1357,0,55000,6,1.1,1.0,1.0
2022-06-19,Lagos,Beans (50kg bag),694,2745,2082,55000,6,1.1,1.35,1.0
2022-06-26,Lagos,Beans (50kg bag),425,2320,0,55000,6,1.1,1.0,1.0
2022-07-03,Lagos,Beans (50kg bag),404,1916,0,55000,6,1.1,1.0,1.0
2022-07-10,Lagos,Beans (50kg bag),459,1457,0,55000,6,1.1,1.0,1.0
2022-07-17,Lagos,Beans (50kg bag),523,934,0,55000,6,1.1,1.0,1.0
2022-07-24,Lagos,Beans (50kg bag),440,494,0,55000,6,1.1,1.0,1.0
2022-07-31,Lagos,Beans (50kg bag),465,1424,1395,55000,6,1.1,1.1,1.0
2022-08-07,Lagos,Beans (50kg bag),404,1020,0,55000,6,1.1,1.0,1.0
2022-08-14,Lagos,Beans (50kg bag),484,536,0,55000,6,1.1,1.0,0.75
2022-08-21,Lagos,Beans (50kg bag),464,1464,1392,55000,6,1.1,1.0,1.0
2022-08-28,Lagos,Beans (50kg bag),480,984,0,55000,6,1.1,1.1,1.0
2022-09-04,Lagos,Beans (50kg bag),356,628,0,55000,6,1.1,1.0,1.0
2022-09-11,Lagos,Beans (50kg bag),389,1406,1167,55000,6,1.1,1.0,1.0
2022-09-18,Lagos,Beans (50kg bag),341,1065,0,55000,6,1.1,1.0,0.75
2022-09-25,Lagos,Beans (50kg bag),443,622,0,55000,6,1.1,1.0,1.0
2022-10-02,Lagos,Beans (50kg bag),485,1592,1455,55000,6,1.1,1.0,1.0
2022-10-09,Lagos,Beans (50kg bag),481,1111,0,55000,6,1.1,1.0,1.0
2022-10-16,Lagos,Beans (50kg bag),499,612,0,55000,6,1.1,1.0,1.0
2022-10-23,Lagos,Beans (50kg bag),370,1352,1110,55000,6,1.1,1.0,1.0
2022-10-30,Lagos,Beans (50kg bag),578,774,0,55000,6,1.1,1.1,1.0
2022-11-06,Lagos,Beans (50kg bag),329,445,0,55000,6,0.85,1.0,1.0
2022-11-13,Lagos,Beans (50kg bag),265,975,795,55000,6,0.85,1.0,1.0
2022-11-20,Lagos,Beans (50kg bag),377,598,0,55000,6,0.85,1.0,0.75
2022-11-27,Lagos,Beans (50kg bag),312,1222,936,55000,6,0.85,1.1,1.0
2022-12-04,Lagos,Beans (50kg bag),360,862,0,55000,6,0.85,1.0,1.0
2022-12-11,Lagos,Beans (50kg bag),375,487,0,55000,6,0.85,1.0,1.0
2022-12-18,Lagos,Beans (50kg bag),351,1189,1053,55000,6,0.85,1.0,1.0
2022-12-25,Lagos,Beans (50kg bag),503,686,0,55000,6,0.85,1.6,1.0
2023-01-01,Lagos,Beans (50kg bag),538,1762,1614,55000,6,0.85,1.6,1.0
2023-01-08,Lagos,Beans (50kg bag),364,1398,0,55000,6,0.85,1.0,0.75
2023-01-15,Lagos,Beans (50kg bag),336,1062,0,55000,6,0.85,1.0,1.0
2023-01-22,Lagos,Beans (50kg bag),316,746,0,55000,6,0.85,1.0,1.0
2023-01-29,Lagos,Beans (50kg bag),303,443,0,55000,6,0.85,1.1,1.0
2023-02-05,Lagos,Beans (50kg bag),320,1083,960,55000,6,0.85,1.0,1.0
2023-02-12,Lagos,Beans (50kg bag),342,741,0,55000,6,0.85,1.0,0.75
2023-02-19,Lagos,Beans (50kg bag),313,428,0,55000,6,0.85,1.0,1.0
2023-02-26,Lagos,Beans (50kg bag),361,1150,1083,55000,6,0.85,1.0,1.0
2023-03-05,Lagos,Beans (50kg bag),352,798,0,55000,6,1.0,1.0,1.0
2023-03-12,Lagos,Beans (50kg bag),400,1598,1200,55000,6,1.0,1.0,1.0
2023-03-19,Lagos,Beans (50kg bag),471,1127,0,55000,6,1.0,1.0,1.0
2023-03-26,Lagos,Beans (50kg bag),562,565,0,55000,6,1.0,1.25,1.0
2023-04-02,Lagos,Beans (50kg bag),505,1575,1515,55000,6,1.1,1.25,1.0
2023-04-09,Lagos,Beans (50kg bag),534,1041,0,55000,6,1.1,1.25,1.0
2023-04-16,Lagos,Beans (50kg bag),593,2227,1779,55000,6,1.1,1.3,1.0
2023-04-23,Lagos,Beans (50kg bag),447,1780,0,55000,6,1.1,1.0,1.0
2023-04-30,Lagos,Beans (50kg bag),500,1280,0,55000,6,1.1,1.1,1.0
2023-05-07,Lagos,Beans (50kg bag),395,885,0,55000,6,1.1,1.0,1.0
2023-05-14,Lagos,Beans (50kg bag),340,545,0,55000,6,1.1,1.0,1.0
2023-05-21,Lagos,Beans (50kg bag),479,1503,1437,55000,6,1.1,1.0,1.0
2023-05-28,Lagos,Beans (50kg bag),452,1051,0,55000,6,1.1,1.1,1.0
2023-06-04,Lagos,Beans (50kg bag),484,567,0,55000,6,1.1,1.0,1.0
2023-06-11,Lagos,Beans (50kg bag),428,1423,1284,55000,6,1.1,1.0,1.0
2023-06-18,Lagos,Beans (50kg bag),528,895,0,55000,6,1.1,1.35,0.75
2023-06-25,Lagos,Beans (50kg bag),647,2189,1941,55000,6,1.1,1.35,1.0
2023-07-02,Lagos,Beans (50kg bag),484,1705,0,55000,6,1.1,1.0,1.0
2023-07-09,Lagos,Beans (50kg bag),502,1203,0,55000,6,1.1,1.0,1.0
2023-07-16,Lagos,Beans (50kg bag),434,769,0,55000,6,1.1,1.0,1.0
2023-07-23,Lagos,Beans (50kg bag),413,1595,1239,55000,6,1.1,1.0,1.0
2023-07-30,Lagos,Beans (50kg bag),390,1205,0,55000,6,1.1,1.1,1.0
2023-08-06,Lagos,Beans (50kg bag),434,771,0,55000,6,1.1,1.0,1.0
2023-08-13,Lagos,Beans (50kg bag),487,1745,1461,55000,6,1.1,1.0,1.0
2023-08-20,Lagos,Beans (50kg bag),422,1323,0,55000,6,1.1,1.0,1.0
2023-08-27,Lagos,Beans (50kg bag),433,890,0,55000,6,1.1,1.1,1.0
2023-09-03,Lagos,Beans (50kg bag),481,1491,1082,55000,6,1.1,1.0,0.75
2023-09-10,Lagos,Beans (50kg bag),500,991,0,55000,6,1.1,1.0,1.0
2023-09-17,Lagos,Beans (50kg bag),482,509,0,55000,6,1.1,1.0,1.0
2023-09-24,Lagos,Beans (50kg bag),407,1323,1221,55000,6,1.1,1.0,1.0
2023-10-01,Lagos,Beans (50kg bag),475,848,0,55000,6,1.1,1.0,1.0
2023-10-08,Lagos,Beans (50kg bag),403,445,0,55000,6,1.1,1.0,0.75
2023-10-15,Lagos,Beans (50kg bag),292,1029,876,55000,6,1.1,1.0,1.0
2023-10-22,Lagos,Beans (50kg bag),378,651,0,55000,6,1.1,1.0,1.0
2023-10-29,Lagos,Beans (50kg bag),473,1597,1419,55000,6,1.1,1.1,1.0
2023-11-05,Lagos,Beans (50kg bag),330,1267,0,55000,6,0.85,1.0,1.0
2023-11-12,Lagos,Beans (50kg bag),343,924,0,55000,6,0.85,1.0,1.0
2023-11-19,Lagos,Beans (50kg bag),312,612,0,55000,6,0.85,1.0,1.0
2023-11-26,Lagos,Beans (50kg bag),396,1404,1188,55000,6,0.85,1.0,1.0
2023-12-03,Lagos,Beans (50kg bag),357,1047,0,55000,6,0.85,1.0,1.0
2023-12-10,Lagos,Beans (50kg bag),359,688,0,55000,6,0.85,1.0,1.0
2023-12-17,Lagos,Beans (50kg bag),337,351,0,55000,6,0.85,1.0,1.0
2023-12-24,Lagos,Beans (50kg bag),558,1467,1674,55000,6,0.85,1.6,1.0
2023-12-31,Lagos,Beans (50kg bag),539,928,0,55000,6,0.85,1.6,1.0
2024-01-07,Lagos,Beans (50kg bag),310,618,0,55000,6,0.85,1.0,1.0
2024-01-14,Lagos,Beans (50kg bag),332,1282,996,55000,6,0.85,1.0,1.0
2024-01-21,Lagos,Beans (50kg bag),357,925,0,55000,6,0.85,1.0,0.75
2024-01-28,Lagos,Beans (50kg bag),385,540,0,55000,6,0.85,1.1,1.0
2024-02-04,Lagos,Beans (50kg bag),309,1158,927,55000,6,0.85,1.0,1.0
2024-02-11,Lagos,Beans (50kg bag),360,798,0,55000,6,0.85,1.0,1.0
2024-02-18,Lagos,Beans (50kg bag),317,481,0,55000,6,0.85,1.0,1.0
2024-02-25,Lagos,Beans (50kg bag),331,1143,993,55000,6,0.85,1.0,1.0
2024-03-03,Lagos,Beans (50kg bag),424,719,0,55000,6,1.0,1.0,1.0
2024-03-10,Lagos,Beans (50kg bag),411,1541,1233,55000,6,1.0,1.0,1.0
2024-03-17,Lagos,Beans (50kg bag),407,1134,0,55000,6,1.0,1.0,1.0
2024-03-24,Lagos,Beans (50kg bag),412,722,0,55000,6,1.0,1.25,0.75
2024-03-31,Lagos,Beans (50kg bag),524,1770,1572,55000,6,1.0,1.25,1.0
2024-04-07,Lagos,Beans (50kg bag),525,1245,0,55000,6,1.1,1.25,1.0
2024-04-14,Lagos,Beans (50kg bag),516,729,0,55000,6,1.1,1.3,1.0
2024-04-21,Lagos,Beans (50kg bag),447,952,670,55000,6,1.1,1.0,0.5
2024-04-28,Lagos,Beans (50kg bag),473,479,0,55000,6,1.1,1.1,1.0
2024-05-05,Lagos,Beans (50kg bag),395,1269,1185,55000,6,1.1,1.0,1.0
2024-05-12,Lagos,Beans (50kg bag),455,814,0,55000,6,1.1,1.0,1.0
2024-05-19,Lagos,Beans (50kg bag),415,1021,622,55000,6,1.1,1.0,0.5
2024-05-26,Lagos,Beans (50kg bag),462,559,0,55000,6,1.1,1.0,1.0
2024-06-02,Lagos,Beans (50kg bag),368,1295,1104,55000,6,1.1,1.0,1.0
2024-06-09,Lagos,Beans (50kg bag),486,809,0,55000,6,1.1,1.0,1.0
2024-06-16,Lagos,Beans (50kg bag),627,2063,1881,55000,6,1.1,1.35,1.0
2024-06-23,Lagos,Beans (50kg bag),471,1592,0,55000,6,1.1,1.35,1.0
2024-06-30,Lagos,Beans (50kg bag),503,1089,0,55000,6,1.1,1.1,1.0
2024-07-07,Lagos,Beans (50kg bag),455,634,0,55000,6,1.1,1.0,1.0
2024-07-14,Lagos,Beans (50kg bag),458,1550,1374,55000,6,1.1,1.0,1.0
2024-07-21,Lagos,Beans (50kg bag),440,1110,0,55000,6,1.1,1.0,1.0
2024-07-28,Lagos,Beans (50kg bag),412,698,0,55000,6,1.1,1.1,1.0
2024-08-04,Lagos,Beans (50kg bag),327,371,0,55000,6,1.1,1.0,1.0
2024-08-11,Lagos,Beans (50kg bag),478,1327,1434,55000,6,1.1,1.0,1.0
2024-08-18,Lagos,Beans (50kg bag),496,831,0,55000,6,1.1,1.0,1.0
2024-08-25,Lagos,Beans (50kg bag),395,436,0,55000,6,1.1,1.0,1.0
2024-09-01,Lagos,Beans (50kg bag),450,1336,1350,55000,6,1.1,1.0,1.0
2024-09-08,Lagos,Beans (50kg bag),325,1011,0,55000,6,1.1,1.0,1.0
2024-09-15,Lagos,Beans (50kg bag),439,572,0,55000,6,1.1,1.0,1.0
2024-09-22,Lagos,Beans (50kg bag),420,1412,1260,55000,6,1.1,1.0,1.0
2024-09-29,Lagos,Beans (50kg bag),473,939,0,55000,6,1.1,1.1,1.0
2024-10-06,Lagos,Beans (50kg bag),432,507,0,55000,6,1.1,1.0,0.75
2024-10-13,Lagos,Beans (50kg bag),418,1343,1254,55000,6,1.1,1.0,1.0
2024-10-20,Lagos,Beans (50kg bag),377,966,0,55000,6,1.1,1.0,1.0
2024-10-27,Lagos,Beans (50kg bag),489,1944,1467,55000,6,1.1,1.1,1.0
2024-11-03,Lagos,Beans (50kg bag),319,1625,0,55000,6,0.85,1.0,1.0
2024-11-10,Lagos,Beans (50kg bag),314,1311,0,55000,6,0.85,1.0,1.0
2024-11-17,Lagos,Beans (50kg bag),287,1024,0,55000,6,0.85,1.0,1.0
2024-11-24,Lagos,Beans (50kg bag),287,737,0,55000,6,0.85,1.0,0.75
2024-12-01,Lagos,Beans (50kg bag),398,1533,1194,55000,6,0.85,1.0,1.0
2024-12-08,Lagos,Beans (50kg bag),342,1191,0,55000,6,0.85,1.0,1.0
2024-12-15,Lagos,Beans (50kg bag),321,870,0,55000,6,0.85,1.0,1.0
2024-12-22,Lagos,Beans (50kg bag),521,1912,1563,55000,6,0.85,1.6,1.0
2024-12-29,Lagos,Beans (50kg bag),588,1324,0,55000,6,0.85,1.6,1.0
2022-01-02,Lagos,Groundnut Oil (20L),322,758,0,28000,5,0.85,1.6,1.0
2022-01-09,Lagos,Groundnut Oil (20L),228,530,0,28000,5,0.85,1.0,1.0
2022-01-16,Lagos,Groundnut Oil (20L),245,285,0,28000,5,0.85,1.0,1.0
2022-01-23,Lagos,Groundnut Oil (20L),199,683,597,28000,5,0.85,1.0,1.0
2022-01-30,Lagos,Groundnut Oil (20L),280,403,0,28000,5,0.85,1.1,1.0
2022-02-06,Lagos,Groundnut Oil (20L),212,827,636,28000,5,0.85,1.0,1.0
2022-02-13,Lagos,Groundnut Oil (20L),213,614,0,28000,5,0.85,1.0,1.0
2022-02-20,Lagos,Groundnut Oil (20L),240,374,0,28000,5,0.85,1.0,1.0
2022-02-27,Lagos,Groundnut Oil (20L),231,489,346,28000,5,0.85,1.1,0.5
2022-03-06,Lagos,Groundnut Oil (20L),294,1077,882,28000,5,1.0,1.0,1.0
2022-03-13,Lagos,Groundnut Oil (20L),249,828,0,28000,5,1.0,1.0,1.0
2022-03-20,Lagos,Groundnut Oil (20L),294,534,0,28000,5,1.0,1.25,1.0
2022-03-27,Lagos,Groundnut Oil (20L),395,1324,1185,28000,5,1.0,1.25,1.0
2022-04-03,Lagos,Groundnut Oil (20L),307,1017,0,28000,5,1.1,1.25,1.0
2022-04-10,Lagos,Groundnut Oil (20L),363,654,0,28000,5,1.1,1.3,1.0
2022-04-17,Lagos,Groundnut Oil (20L),424,1502,1272,28000,5,1.1,1.3,1.0
2022-04-24,Lagos,Groundnut Oil (20L),323,1179,0,28000,5,1.1,1.0,1.0
2022-05-01,Lagos,Groundnut Oil (20L),326,853,0,28000,5,1.1,1.0,1.0
2022-05-08,Lagos,Groundnut Oil (20L),313,540,0,28000,5,1.1,1.0,1.0
2022-05-15,Lagos,Groundnut Oil (20L),215,325,0,28000,5,1.1,1.0,1.0
2022-05-22,Lagos,Groundnut Oil (20L),285,895,855,28000,5,1.1,1.0,1.0
2022-05-29,Lagos,Groundnut Oil (20L),334,561,0,28000,5,1.1,1.1,0.75
2022-06-05,Lagos,Groundnut Oil (20L),317,1195,951,28000,5,1.1,1.0,1.0
2022-06-12,Lagos,Groundnut Oil (20L),274,921,0,28000,5,1.1,1.0,1.0
2022-06-19,Lagos,Groundnut Oil (20L),473,1867,1419,28000,5,1.1,1.35,1.0
2022-06-26,Lagos,Groundnut Oil (20L),290,1577,0,28000,5,1.1,1.0,1.0
2022-07-03,Lagos,Groundnut Oil (20L),275,1302,0,28000,5,1.1,1.0,1.0
2022-07-10,Lagos,Groundnut Oil (20L),313,989,0,28000,5,1.1,1.0,1.0
2022-07-17,Lagos,Groundnut Oil (20L),357,632,0,28000,5,1.1,1.0,1.0
2022-07-24,Lagos,Groundnut Oil (20L),300,332,0,28000,5,1.1,1.0,1.0
2022-07-31,Lagos,Groundnut Oil (20L),317,966,951,28000,5,1.1,1.1,1.0
2022-08-07,Lagos,Groundnut Oil (20L),276,690,0,28000,5,1.1,1.0,1.0
2022-08-14,Lagos,Groundnut Oil (20L),330,360,0,28000,5,1.1,1.0,0.75
2022-08-21,Lagos,Groundnut Oil (20L),316,992,948,28000,5,1.1,1.0,1.0
2022-08-28,Lagos,Groundnut Oil (20L),327,665,0,28000,5,1.1,1.1,1.0
2022-09-04,Lagos,Groundnut Oil (20L),243,422,0,28000,5,1.1,1.0,1.0
2022-09-11,Lagos,Groundnut Oil (20L),265,952,795,28000,5,1.1,1.0,1.0
2022-09-18,Lagos,Groundnut Oil (20L),232,720,0,28000,5,1.1,1.0,0.75
2022-09-25,Lagos,Groundnut Oil (20L),302,418,0,28000,5,1.1,1.0,1.0
2022-10-02,Lagos,Groundnut Oil (20L),330,1078,990,28000,5,1.1,1.0,1.0
2022-10-09,Lagos,Groundnut Oil (20L),328,750,0,28000,5,1.1,1.0,1.0
2022-10-16,Lagos,Groundnut Oil (20L),340,410,0,28000,5,1.1,1.0,1.0
2022-10-23,Lagos,Groundnut Oil (20L),252,914,756,28000,5,1.1,1.0,1.0
2022-10-30,Lagos,Groundnut Oil (20L),394,520,0,28000,5,1.1,1.1,1.0
2022-11-06,Lagos,Groundnut Oil (20L),224,296,0,28000,5,0.85,1.0,1.0
2022-11-13,Lagos,Groundnut Oil (20L),181,658,543,28000,5,0.85,1.0,1.0
2022-11-20,Lagos,Groundnut Oil (20L),257,401,0,28000,5,0.85,1.0,0.75
2022-11-27,Lagos,Groundnut Oil (20L),213,827,639,28000,5,0.85,1.1,1.0
2022-12-04,Lagos,Groundnut Oil (20L),245,582,0,28000,5,0.85,1.0,1.0
2022-12-11,Lagos,Groundnut Oil (20L),256,326,0,28000,5,0.85,1.0,1.0
2022-12-18,Lagos,Groundnut Oil (20L),239,804,717,28000,5,0.85,1.0,1.0
2022-12-25,Lagos,Groundnut Oil (20L),343,461,0,28000,5,0.85,1.6,1.0
2023-01-01,Lagos,Groundnut Oil (20L),367,1195,1101,28000,5,0.85,1.6,1.0
2023-01-08,Lagos,Groundnut Oil (20L),248,947,0,28000,5,0.85,1.0,0.75
2023-01-15,Lagos,Groundnut Oil (20L),229,718,0,28000,5,0.85,1.0,1.0
2023-01-22,Lagos,Groundnut Oil (20L),216,502,0,28000,5,0.85,1.0,1.0
2023-01-29,Lagos,Groundnut Oil (20L),206,296,0,28000,5,0.85,1.1,1.0
2023-02-05,Lagos,Groundnut Oil (20L),218,732,654,28000,5,0.85,1.0,1.0
2023-02-12,Lagos,Groundnut Oil (20L),233,499,0,28000,5,0.85,1.0,0.75
2023-02-19,Lagos,Groundnut Oil (20L),213,286,0,28000,5,0.85,1.0,1.0
2023-02-26,Lagos,Groundnut Oil (20L),246,778,738,28000,5,0.85,1.0,1.0
2023-03-05,Lagos,Groundnut Oil (20L),240,538,0,28000,5,1.0,1.0,1.0
2023-03-12,Lagos,Groundnut Oil (20L),273,1084,819,28000,5,1.0,1.0,1.0
2023-03-19,Lagos,Groundnut Oil (20L),321,763,0,28000,5,1.0,1.0,1.0
2023-03-26,Lagos,Groundnut Oil (20L),383,1529,1149,28000,5,1.0,1.25,1.0
2023-04-02,Lagos,Groundnut Oil (20L),344,1185,0,28000,5,1.1,1.25,1.0
2023-04-09,Lagos,Groundnut Oil (20L),364,821,0,28000,5,1.1,1.25,1.0
